stage_id,cluster_code,district,real_spot,wizarding_alias,wizarding_zone,canon_ref,recommended_threads,tags,lat,lng,safe_only,story_hook,npc_hint
stage_tianzifang_04,tianzifang,黄浦,日月光中心,门钥匙工坊,猫头鹰邮局/符文巷,Owl Post / Rune Craft,thread_hogwarts_field|thread_floo_fracture|thread_knockturn_smuggling,clue|forgery|hub|lanes|order|paper|portal|secret|security|signal|trade|transport,31.211658,121.465863,False,在「日月光中心·门钥匙工坊」的阴影里，翻倒巷式的交易与伪造正在扩散；找到那枚有瑕疵的印记，才能追到走私源头。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_tianzifang_05,tianzifang,黄浦,丽园路口,魔杖修理铺,猫头鹰邮局/符文巷,Owl Post / Rune Craft,thread_hogwarts_field|thread_floo_fracture|thread_knockturn_smuggling,clue|forgery|lanes|paper|secret|signal|trade,31.208342,121.465989,False,在「丽园路口·魔杖修理铺」的阴影里，翻倒巷式的交易与伪造正在扩散；找到那枚有瑕疵的印记，才能追到走私源头。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_tianzifang_06,tianzifang,黄浦,南昌路口,纸鹤咒信摊,猫头鹰邮局/符文巷,Owl Post / Rune Craft,thread_hogwarts_field|thread_floo_fracture|thread_knockturn_smuggling,clue|forgery|lanes|paper|secret|signal|trade,31.211586,121.467759,False,在「南昌路口·纸鹤咒信摊」的阴影里，翻倒巷式的交易与伪造正在扩散；找到那枚有瑕疵的印记，才能追到走私源头。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_tianzifang_07,tianzifang,黄浦,建国中路口,隐形墨水铺,猫头鹰邮局/符文巷,Owl Post / Rune Craft,thread_hogwarts_field|thread_floo_fracture|thread_knockturn_smuggling,black_market|clue|forgery|lanes|occlusion|paper|risk|secret|signal|trade,31.208532,121.467991,False,在「建国中路口·隐形墨水铺」的阴影里，翻倒巷式的交易与伪造正在扩散；找到那枚有瑕疵的印记，才能追到走私源头。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_tianzifang_08,tianzifang,黄浦,斜土路口,迷路符路标处,猫头鹰邮局/符文巷,Owl Post / Rune Craft,thread_hogwarts_field|thread_floo_fracture|thread_knockturn_smuggling,clue|forgery|lanes|paper|secret|signal|trade,31.21164,121.464083,False,在「斜土路口·迷路符路标处」的阴影里，翻倒巷式的交易与伪造正在扩散；找到那枚有瑕疵的印记，才能追到走私源头。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_tianzifang_09,tianzifang,黄浦,绍兴路口,冥想盆展示柜,猫头鹰邮局/符文巷,Owl Post / Rune Craft,thread_hogwarts_field|thread_floo_fracture|thread_knockturn_smuggling,clue|forgery|lanes|paper|secret|signal|trade,31.208297,121.463904,False,在「绍兴路口·冥想盆展示柜」的阴影里，翻倒巷式的交易与伪造正在扩散；找到那枚有瑕疵的印记，才能追到走私源头。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_tianzifang_10,tianzifang,黄浦,思南路口,活点地图碎片墙,猫头鹰邮局/符文巷,Owl Post / Rune Craft,thread_hogwarts_field|thread_floo_fracture|thread_knockturn_smuggling,clue|forgery|lanes|paper|secret|signal|trade,31.210063,121.46956,False,在「思南路口·活点地图碎片墙」的阴影里，翻倒巷式的交易与伪造正在扩散；找到那枚有瑕疵的印记，才能追到走私源头。,暗市掮客/伪造师/走私联络员（低语、暗号、避实就虚）
stage_jingantmpl,jingan,静安,静安寺,古灵阁静安分部,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|finance|healing|order|paper|seal|secret|security,31.223283,121.445011,True,古灵阁的账簿清点波及到「静安寺·古灵阁静安分部」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_jingan_02,jingan,静安,久光百货,圣芒戈东区急诊,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|clue|healing|order|secret|security,31.223337,121.44677,True,古灵阁的账簿清点波及到「久光百货·圣芒戈东区急诊」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_jingan_03,jingan,静安,静安公园,咒伤科诊疗台,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|clue|healing|order|secret|security,31.223571,121.443283,True,古灵阁的账簿清点波及到「静安公园·咒伤科诊疗台」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_jingan_04,jingan,静安,静安嘉里中心,记忆创伤科,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|healing|order|secret|security,31.225085,121.444853,True,古灵阁的账簿清点波及到「静安嘉里中心·记忆创伤科」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_jingan_05,jingan,静安,南京西路（静安寺段）,解咒药房,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|clue|healing|order|secret|security,31.221661,121.444937,True,古灵阁的账簿清点波及到「南京西路（静安寺段）·解咒药房」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_jingan_06,jingan,静安,常德路口,失控咒隔离室,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|clue|healing|order|secret|security,31.225193,121.447033,True,古灵阁的账簿清点波及到「常德路口·失控咒隔离室」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_jingan_07,jingan,静安,愚园路口,复方汤剂取药处,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|clue|healing|order|secret|security,31.221688,121.447033,True,古灵阁的账簿清点波及到「愚园路口·复方汤剂取药处」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_jingan_08,jingan,静安,华山路口,石化急救床,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|clue|healing|order|secret|security,31.22495,121.442914,True,古灵阁的账簿清点波及到「华山路口·石化急救床」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_jingan_09,jingan,静安,武定路口,护身符诊疗台,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|clue|healing|order|ritual|seal|secret|security,31.221814,121.443314,True,古灵阁的账簿清点波及到「武定路口·护身符诊疗台」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_jingan_10,jingan,静安,静安寺地铁站,禁林咬伤处理点,圣芒戈/古灵阁分部,St Mungo's / Gringotts branch,thread_creature_surge|thread_gringotts_audit|thread_ministry_lockdown,audit|bank|creature|healing|mystery|occlusion|order|risk|ritual|secret|security|signal,31.223355,121.448445,True,古灵阁的账簿清点波及到「静安寺地铁站·禁林咬伤处理点」：一笔被抹去的记录正指向某个上锁金库，封印是否被动过是关键。,古灵阁审计员/哥布林柜员/保安结界师（冷静、算计、注重细节）
stage_njw_01,njw,静安,兴业太古汇,魔法部财务司审计处,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|bank|finance|ministry|order|paper|seal|security,31.229162,121.456095,True,魔法部加强封锁后，「兴业太古汇·魔法部财务司审计处」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_njw_02,njw,静安,恒隆广场,古灵阁账簿室,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|bank|finance|order|paper|seal|security,31.229117,121.457707,True,魔法部加强封锁后，「恒隆广场·古灵阁账簿室」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_njw_03,njw,静安,梅龙镇广场,预言家风向室,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|clue|finance|order|paper|seal|security|signal,31.228838,121.454293,True,魔法部加强封锁后，「梅龙镇广场·预言家风向室」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_njw_04,njw,静安,吴江路口,国际合作司签证台,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|finance|ministry|order|paper|seal|security,31.230441,121.456105,True,魔法部加强封锁后，「吴江路口·国际合作司签证台」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_njw_05,njw,静安,上海展览中心,傲罗装备库,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|finance|order|paper|seal|security,31.227541,121.456,True,魔法部加强封锁后，「上海展览中心·傲罗装备库」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_njw_06,njw,静安,上海商城,防伪封印处,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|finance|order|paper|seal|security,31.230514,121.457707,True,魔法部加强封锁后，「上海商城·防伪封印处」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_njw_07,njw,静安,静安雕塑公园,魔法合同盖章处,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|finance|order|paper|seal|security,31.227486,121.457686,True,魔法部加强封锁后，「静安雕塑公园·魔法合同盖章处」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_njw_08,njw,静安,南京西路地铁站,保密法宣誓台,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|finance|ministry|order|paper|seal|security,31.230802,121.453946,True,魔法部加强封锁后，「南京西路地铁站·保密法宣誓台」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_njw_09,njw,静安,石门一路口,麻瓜媒体干预组,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|finance|order|paper|seal|security,31.227405,121.45403,True,魔法部加强封锁后，「石门一路口·麻瓜媒体干预组」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_njw_10,njw,静安,铜仁路口,幻影广告牌,财务司/国际合作司,Ministry finance / International cooperation,thread_gringotts_audit|thread_ministry_lockdown,audit|authority|finance|order|paper|seal|security,31.229,121.459171,True,魔法部加强封锁后，「铜仁路口·幻影广告牌」成了执法与舆论的交汇处；一条新禁令正在生效，错一步就会被记入档案。,傲罗/执法司文书官/预言家记者（高压、程序化口吻）
stage_zsp_01,zsp,长宁,中山公园,神奇动物安置点,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,creature|mystery|order|risk|signal,31.223865,121.424211,True,神奇动物的踪迹在「中山公园·神奇动物安置点」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_zsp_02,zsp,长宁,龙之梦购物中心,神奇动物巡护站,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,creature|mystery|order|risk|signal,31.224063,121.425854,True,神奇动物的踪迹在「龙之梦购物中心·神奇动物巡护站」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_zsp_03,zsp,长宁,长宁路口,独角兽水源点,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|order|risk|ritual|signal,31.224036,121.42222,True,神奇动物的踪迹在「长宁路口·独角兽水源点」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_zsp_04,zsp,长宁,定西路口,夜骐牧场,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|order|risk|ritual|signal,31.225613,121.423853,True,神奇动物的踪迹在「定西路口·夜骐牧场」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_zsp_05,zsp,长宁,江苏路口,护树罗锅小窝,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|order|risk|ritual|signal,31.22227,121.424158,True,神奇动物的踪迹在「江苏路口·护树罗锅小窝」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_zsp_06,zsp,长宁,愚园路（长宁段）,嗅嗅巡逻点,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|order|risk|ritual|signal,31.225649,121.425896,True,神奇动物的踪迹在「愚园路（长宁段）·嗅嗅巡逻点」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_zsp_07,zsp,长宁,延安西路口,马人观测点,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,books|clue|creature|mystery|occlusion|order|paper|risk|ritual|school|secret|signal,31.222333,121.425886,True,神奇动物的踪迹在「延安西路口·马人观测点」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_zsp_08,zsp,长宁,凯旋路口,摄魂怪预警灯,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,creature|mystery|order|risk|signal,31.225559,121.421914,True,神奇动物的踪迹在「凯旋路口·摄魂怪预警灯」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_zsp_09,zsp,长宁,中山公园地铁站,禁林投影边缘,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|order|risk|ritual|signal,31.222414,121.421904,True,神奇动物的踪迹在「中山公园地铁站·禁林投影边缘」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_zsp_10,zsp,长宁,虹桥路口,凤凰栖木,神奇动物驿站,Fantastic Beasts,thread_creature_surge|thread_hogwarts_field,creature|mystery|occlusion|order|risk|ritual|signal,31.223919,121.427508,True,神奇动物的踪迹在「虹桥路口·凤凰栖木」附近频繁出现；只要收集到毛发/足迹/回声，就能推断它从哪条隐蔽路径进入城市。,驯兽师/巡护员/药草学助手（观察痕迹、描述生物习性）
stage_xujiahui_01,xujiahui,徐汇,徐家汇,校友会沪上会馆,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,books|clue|order|paper|school|secret|security,31.193973,121.436126,True,霍格沃茨的外勤任务落在「徐家汇·校友会沪上会馆」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_xujiahui_02,xujiahui,徐汇,港汇恒隆广场,魔法史讲堂,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,books|clue|order|paper|school|secret|security,31.193919,121.437822,True,霍格沃茨的外勤任务落在「港汇恒隆广场·魔法史讲堂」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_xujiahui_03,xujiahui,徐汇,美罗城,拉文克劳资料室,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,books|clue|order|paper|school|secret|security,31.194117,121.434262,True,霍格沃茨的外勤任务落在「美罗城·拉文克劳资料室」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_xujiahui_04,xujiahui,徐汇,徐家汇天主教堂,格兰芬多集结点,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,books|clue|order|school|security,31.195586,121.436179,True,霍格沃茨的外勤任务落在「徐家汇天主教堂·格兰芬多集结点」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_xujiahui_05,xujiahui,徐汇,徐家汇公园,赫奇帕奇补给间,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,books|clue|order|school|security,31.192351,121.436063,True,霍格沃茨的外勤任务落在「徐家汇公园·赫奇帕奇补给间」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_xujiahui_06,xujiahui,徐汇,太平洋百货,斯莱特林暗室,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,books|clue|order|school|security,31.195622,121.438022,True,霍格沃茨的外勤任务落在「太平洋百货·斯莱特林暗室」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_xujiahui_07,xujiahui,徐汇,徐家汇地铁站,黑魔防练习场,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,black_market|books|clue|forgery|lanes|occlusion|order|risk|school|secret|security|signal|trade,31.192261,121.437927,False,霍格沃茨的外勤任务落在「徐家汇地铁站·黑魔防练习场」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_xujiahui_08,xujiahui,徐汇,衡山路口（徐家汇）,飞行课看台,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,books|clue|order|school|security,31.195703,121.434252,True,霍格沃茨的外勤任务落在「衡山路口（徐家汇）·飞行课看台」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_xujiahui_09,xujiahui,徐汇,徐家汇书院,分院帽问答桌,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,books|clue|order|school|security,31.192559,121.434283,True,霍格沃茨的外勤任务落在「徐家汇书院·分院帽问答桌」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_xujiahui_10,xujiahui,徐汇,上海体育馆口,OWL考试公告栏,霍格沃茨校友会/外勤教室,Hogwarts,thread_hogwarts_field|thread_ministry_lockdown,audit|authority|books|clue|ministry|order|paper|school|secret|security,31.194162,121.439549,True,霍格沃茨的外勤任务落在「上海体育馆口·OWL考试公告栏」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_wukang_01,wukang,徐汇,武康路,凤凰社密会门环,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,clue|creature|lanes|mystery|occlusion|order|risk|ritual|secret|security|signal,31.206153,121.437958,False,「武康路·凤凰社密会门环」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wukang_02,wukang,徐汇,安福路,双面镜交换柜,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,clue|lanes|occlusion|order|secret|security,31.206108,121.439696,False,「安福路·双面镜交换柜」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wukang_03,wukang,徐汇,衡山路,记忆瓶暗柜,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,clue|lanes|occlusion|order|secret|security,31.206153,121.436136,False,「衡山路·记忆瓶暗柜」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wukang_04,wukang,徐汇,复兴西路,预言厅碎片收藏,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,clue|lanes|occlusion|order|secret|security,31.207703,121.437905,False,「复兴西路·预言厅碎片收藏」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wukang_05,wukang,徐汇,乌鲁木齐中路,隐形披风投影廊,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,clue|lanes|occlusion|order|secret|security,31.204261,121.437989,False,「乌鲁木齐中路·隐形披风投影廊」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wukang_06,wukang,徐汇,上海交大徐汇校区,守护神练习点,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,clue|lanes|occlusion|order|secret|security,31.207541,121.440054,False,「上海交大徐汇校区·守护神练习点」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wukang_07,wukang,徐汇,宋庆龄故居,合法化身术诊所,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,clue|lanes|occlusion|order|secret|security,31.204505,121.439991,False,「宋庆龄故居·合法化身术诊所」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wukang_08,wukang,徐汇,巴金故居,禁咒事故档案点,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,audit|authority|clue|lanes|ministry|occlusion|order|paper|secret|security,31.20764,121.43602,False,「巴金故居·禁咒事故档案点」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wukang_09,wukang,徐汇,上海音乐学院,魂器谣言角,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,black_market|clue|forgery|lanes|occlusion|order|risk|secret|security|signal|trade,31.204261,121.435978,False,「上海音乐学院·魂器谣言角」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wukang_10,wukang,徐汇,湖南路口,夜巡暗线,凤凰社安全屋/双面镜,Order of the Phoenix,thread_ministry_lockdown|thread_hogwarts_field|thread_knockturn_smuggling,clue|lanes|occlusion|order|secret|security,31.206081,121.441486,False,「湖南路口·夜巡暗线」像凤凰社的安全屋入口：信息不会直说，只会以双面镜/暗号/碎片形式出现；你需要与他人交换证物才能拼全。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_rail_01,rail,静安,上海火车站,门钥匙列车厢,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,clue|hub|order|portal|risk|security|signal|transport,31.249964,121.458842,True,在「上海火车站·门钥匙列车厢」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_rail_02,rail,静安,长途客运总站,飞路炉灰清理站,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,clue|hub|order|portal|risk|security|signal|transport,31.250045,121.460918,True,在「长途客运总站·飞路炉灰清理站」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_rail_03,rail,静安,苏州河步道,交通司调度间,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,clue|hub|order|portal|risk|security|signal|transport,31.250036,121.457114,True,在「苏州河步道·交通司调度间」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_rail_04,rail,静安,M50创意园,失控门封印站,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,hub|portal|risk|security|signal|transport,31.251721,121.458831,True,在「M50创意园·失控门封印站」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_rail_05,rail,静安,长寿路口,骑士公交换乘点,门钥匙列车/飞路接驳,Portkey / Floo network,thread_floo_fracture|thread_ministry_lockdown,clue|hub|order|portal|risk|security|signal|transport,31.248342,121.458821,True,在「长寿路口·骑士公交换乘点」附近，飞路网与门钥匙线路出现异常回声；你需要在下一次跳转前确认正确的通行暗号与时间窗。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
